participant	session	routine	component	trial_index	trial_name	identifier	sample_index	time	white_force	blue_force
pilot	001	countdown	apparatusForce_2	-1	maxForce	test	0	0.019504900032188743	0	0
pilot	001	countdown	apparatusForce_2	-1	maxForce	test	1	0.01951700000790879	0	0
pilot	001	countdown	apparatusForce_2	-1	maxForce	test	2	0.02783630002522841	0	0
pilot	001	countdown	apparatusForce_2	-1	maxForce	test	3	0.027856800006702542	0	0
pilot	001	countdown	apparatusForce_2	-1	maxForce	test	4	0.03789070004131645	0	0
pilot	001	countdown	apparatusForce_2	-1	maxForce	test	5	0.03790830000070855	0	0
pilot	001	countdown	apparatusForce_2	-1	maxForce	test	6	0.04791690001729876	0	0
pilot	001	countdown	apparatusForce_2	-1	maxForce	test	7	0.04795189999276772	0	0
pilot	001	countdown	apparatusForce_2	-1	maxForce	test	8	0.05786749999970198	0	0
pilot	001	countdown	apparatusForce_2	-1	maxForce	test	9	0.05789980001281947	0	0
pilot	001	countdown	apparatusForce_2	-1	maxForce	test	10	0.06805160001385957	0	0
pilot	001	countdown	apparatusForce_2	-1	maxForce	test	11	0.06810820003738627	0	0
pilot	001	countdown	apparatusForce_2	-1	maxForce	test	12	0.07787480001570657	0	0
pilot	001	countdown	apparatusForce_2	-1	maxForce	test	13	0.07789120002416894	0	0
pilot	001	countdown	apparatusForce_2	-1	maxForce	test	14	0.08796700002858415	0	0
pilot	001	countdown	apparatusForce_2	-1	maxForce	test	15	0.08798730000853539	0	0
pilot	001	countdown	apparatusForce_2	-1	maxForce	test	16	0.0979263000190258	0	0
pilot	001	countdown	apparatusForce_2	-1	maxForce	test	17	0.09794370003510267	0	0
pilot	001	countdown	apparatusForce_2	-1	maxForce	test	18	0.10796640004264191	0	0
pilot	001	countdown	apparatusForce_2	-1	maxForce	test	19	0.10807860002387315	0	0
pilot	001	countdown	apparatusForce_2	-1	maxForce	test	20	0.11788710003020242	0	0
pilot	001	countdown	apparatusForce_2	-1	maxForce	test	21	0.11790990002918988	0	0
pilot	001	countdown	apparatusForce_2	-1	maxForce	test	22	0.12807570002041757	0	0
pilot	001	countdown	apparatusForce_2	-1	maxForce	test	23	0.12810530001297593	0	0
pilot	001	countdown	apparatusForce_2	-1	maxForce	test	24	0.1378897000104189	0	0
pilot	001	countdown	apparatusForce_2	-1	maxForce	test	25	0.13792220002505928	0	0
pilot	001	countdown	apparatusForce_2	-1	maxForce	test	26	0.14786050003021955	0	0
pilot	001	countdown	apparatusForce_2	-1	maxForce	test	27	0.14787650003563613	0	0
pilot	001	countdown	apparatusForce_2	-1	maxForce	test	28	0.15897859999677166	0	0
pilot	001	countdown	apparatusForce_2	-1	maxForce	test	29	0.1590120000182651	0	0
pilot	001	countdown	apparatusForce_2	-1	maxForce	test	30	0.16812190000200644	0	0
pilot	001	countdown	apparatusForce_2	-1	maxForce	test	31	0.16817970003467053	0	0
pilot	001	countdown	apparatusForce_2	-1	maxForce	test	32	0.17792109999572858	0	0
pilot	001	countdown	apparatusForce_2	-1	maxForce	test	33	0.1779443999985233	0	0
pilot	001	countdown	apparatusForce_2	-1	maxForce	test	34	0.18805440003052354	0	0
pilot	001	countdown	apparatusForce_2	-1	maxForce	test	35	0.18808079999871552	0	0
pilot	001	countdown	apparatusForce_2	-1	maxForce	test	36	0.19842440000502393	0	0
pilot	001	countdown	apparatusForce_2	-1	maxForce	test	37	0.19846839999081567	0	0
pilot	001	countdown	apparatusForce_2	-1	maxForce	test	38	0.20803760003764182	0	0
pilot	001	countdown	apparatusForce_2	-1	maxForce	test	39	0.2080961000174284	0	0
pilot	001	countdown	apparatusForce_2	-1	maxForce	test	40	0.21800890000304207	0	0
pilot	001	countdown	apparatusForce_2	-1	maxForce	test	41	0.21802969998680055	0	0
pilot	001	countdown	apparatusForce_2	-1	maxForce	test	42	0.22789540002122521	0	0
pilot	001	countdown	apparatusForce_2	-1	maxForce	test	43	0.22791010001674294	0	0
pilot	001	countdown	apparatusForce_2	-1	maxForce	test	44	0.23797660000855103	0	0
pilot	001	countdown	apparatusForce_2	-1	maxForce	test	45	0.23800200002733618	0	0
pilot	001	countdown	apparatusForce_2	-1	maxForce	test	46	0.24805699998978525	0	0
pilot	001	countdown	apparatusForce_2	-1	maxForce	test	47	0.24808590003522113	0	0
pilot	001	countdown	apparatusForce_2	-1	maxForce	test	48	0.25886320002609864	0	0
pilot	001	countdown	apparatusForce_2	-1	maxForce	test	49	0.25888690003193915	0	0
pilot	001	countdown	apparatusForce_2	-1	maxForce	test	50	0.26789419999113306	0	0
pilot	001	countdown	apparatusForce_2	-1	maxForce	test	51	0.26791370002320036	0	0
pilot	001	countdown	apparatusForce_2	-1	maxForce	test	52	0.27814450004370883	0	0
pilot	001	countdown	apparatusForce_2	-1	maxForce	test	53	0.27816069999244064	0	0
pilot	001	countdown	apparatusForce_2	-1	maxForce	test	54	0.2879201000323519	0	0
pilot	001	countdown	apparatusForce_2	-1	maxForce	test	55	0.2879467000020668	0	0
pilot	001	countdown	apparatusForce_2	-1	maxForce	test	56	0.2980474000214599	0	0
pilot	001	countdown	apparatusForce_2	-1	maxForce	test	57	0.29806270002154633	0	0
pilot	001	countdown	apparatusForce_2	-1	maxForce	test	58	0.30854540003929287	0	0
pilot	001	countdown	apparatusForce_2	-1	maxForce	test	59	0.3086100000073202	0	0
pilot	001	countdown	apparatusForce_2	-1	maxForce	test	60	0.3178954999893904	0	0
pilot	001	countdown	apparatusForce_2	-1	maxForce	test	61	0.3179111999925226	0	0
pilot	001	countdown	apparatusForce_2	-1	maxForce	test	62	0.32801580004161224	0	0
pilot	001	countdown	apparatusForce_2	-1	maxForce	test	63	0.3280349000124261	0	0
